;i;j;cor;p
286;cvtd_timestamp.02.12.2011.13.32;cvtd_timestamp.28.11.2011.14.14;-0.0280557726674875;0.000663959235960077
287;cvtd_timestamp.02.12.2011.13.33;cvtd_timestamp.28.11.2011.14.14;-0.077273932236066;0
288;cvtd_timestamp.02.12.2011.13.34;cvtd_timestamp.28.11.2011.14.14;-0.0779855273352939;0
289;cvtd_timestamp.02.12.2011.13.35;cvtd_timestamp.28.11.2011.14.14;-0.0669635502278846;4,44E-02
290;cvtd_timestamp.02.12.2011.14.56;cvtd_timestamp.28.11.2011.14.14;-0.0322681962423354;9,03E+09
291;cvtd_timestamp.02.12.2011.14.57;cvtd_timestamp.28.11.2011.14.14;-0.0797237449266205;0
292;cvtd_timestamp.02.12.2011.14.58;cvtd_timestamp.28.11.2011.14.14;-0.078027238432185;0
293;cvtd_timestamp.02.12.2011.14.59;cvtd_timestamp.28.11.2011.14.14;-0.0490606019488343;2,60E+05
294;cvtd_timestamp.05.12.2011.11.23;cvtd_timestamp.28.11.2011.14.14;-0.0280557726674875;0.000663959235960077
295;cvtd_timestamp.05.12.2011.11.24;cvtd_timestamp.28.11.2011.14.14;-0.0835992470378648;0
296;cvtd_timestamp.05.12.2011.11.25;cvtd_timestamp.28.11.2011.14.14;-0.0820001021499148;0
297;cvtd_timestamp.05.12.2011.14.22;cvtd_timestamp.28.11.2011.14.14;-0.0343582810567419;3,06E+08
298;cvtd_timestamp.05.12.2011.14.23;cvtd_timestamp.28.11.2011.14.14;-0.0790235045418669;0
299;cvtd_timestamp.05.12.2011.14.24;cvtd_timestamp.28.11.2011.14.14;-0.0661630795092537;8,88E-02
300;cvtd_timestamp.28.11.2011.14.13;cvtd_timestamp.28.11.2011.14.14;-0.0601180859034809;2,89E+01
301;X;cvtd_timestamp.28.11.2011.14.15;0.244936555723981;0
302;user_name.adelmo;cvtd_timestamp.28.11.2011.14.15;-0.0975481414571016;0
303;user_name.carlitos;cvtd_timestamp.28.11.2011.14.15;-0.0868616388101305;0
304;user_name.charles;cvtd_timestamp.28.11.2011.14.15;-0.092569338695313;0
305;user_name.eurico;cvtd_timestamp.28.11.2011.14.15;0.459896078735269;0
306;user_name.jeremy;cvtd_timestamp.28.11.2011.14.15;-0.0904503290530695;0
307;user_name.pedro;cvtd_timestamp.28.11.2011.14.15;-0.0777452758807604;0
308;raw_timestamp_part_1;cvtd_timestamp.28.11.2011.14.15;-0.325966467225622;0
309;raw_timestamp_part_2;cvtd_timestamp.28.11.2011.14.15;-0.00145805946145177;0.859607687782171
310;cvtd_timestamp.02.12.2011.13.32;cvtd_timestamp.28.11.2011.14.15;-0.0192407813580298;0.0195817773301669
311;cvtd_timestamp.02.12.2011.13.33;cvtd_timestamp.28.11.2011.14.15;-0.0529948275690282;1,25E+04
312;cvtd_timestamp.02.12.2011.13.34;cvtd_timestamp.28.11.2011.14.15;-0.0534828428478074;8,44E+03
313;cvtd_timestamp.02.12.2011.13.35;cvtd_timestamp.28.11.2011.14.15;-0.0459239189083277;2,49E+06
314;cvtd_timestamp.02.12.2011.14.56;cvtd_timestamp.28.11.2011.14.15;-0.0221296813342184;0.00725679650215383
315;cvtd_timestamp.02.12.2011.14.57;cvtd_timestamp.28.11.2011.14.15;-0.0546749206787685;3,19E+03
316;cvtd_timestamp.02.12.2011.14.58;cvtd_timestamp.28.11.2011.14.15;-0.0535114485149903;8,25E+03
317;cvtd_timestamp.02.12.2011.14.59;cvtd_timestamp.28.11.2011.14.15;-0.0336459924514845;4,45E+09
318;cvtd_timestamp.05.12.2011.11.23;cvtd_timestamp.28.11.2011.14.15;-0.0192407813580298;0.0195817773301669
319;cvtd_timestamp.05.12.2011.11.24;cvtd_timestamp.28.11.2011.14.15;-0.0573327583244751;3,39E+02
320;cvtd_timestamp.05.12.2011.11.25;cvtd_timestamp.28.11.2011.14.15;-0.0562360572101082;8,66E+02
321;cvtd_timestamp.05.12.2011.14.22;cvtd_timestamp.28.11.2011.14.15;-0.0235630713680754;0.00425282684684669
322;cvtd_timestamp.05.12.2011.14.23;cvtd_timestamp.28.11.2011.14.15;-0.054194692516786;4,73E+03
323;cvtd_timestamp.05.12.2011.14.24;cvtd_timestamp.28.11.2011.14.15;-0.0453749523101441;3,65E+06
324;cvtd_timestamp.28.11.2011.14.13;cvtd_timestamp.28.11.2011.14.15;-0.0412292671544418;5,63E+07
325;cvtd_timestamp.28.11.2011.14.14;cvtd_timestamp.28.11.2011.14.15;-0.0570326269640646;4,39E+02
326;X;cvtd_timestamp.30.11.2011.17.10;-0.252636870775652;0
327;user_name.adelmo;cvtd_timestamp.30.11.2011.17.10;-0.105680636870849;0
328;user_name.carlitos;cvtd_timestamp.30.11.2011.17.10;-0.0941032107017349;0
329;user_name.charles;cvtd_timestamp.30.11.2011.17.10;-0.1002867560766;0
330;user_name.eurico;cvtd_timestamp.30.11.2011.17.10;-0.0921383779567864;0
331;user_name.jeremy;cvtd_timestamp.30.11.2011.17.10;0.468478989153176;0
332;user_name.pedro;cvtd_timestamp.30.11.2011.17.10;-0.0842268252992994;0
333;raw_timestamp_part_1;cvtd_timestamp.30.11.2011.17.10;-0.161941105738664;0
334;raw_timestamp_part_2;cvtd_timestamp.30.11.2011.17.10;0.000471201311557037;0.9544175520402
335;cvtd_timestamp.02.12.2011.13.32;cvtd_timestamp.30.11.2011.17.10;-0.0208448669286391;0.011441650873134
336;cvtd_timestamp.02.12.2011.13.33;cvtd_timestamp.30.11.2011.17.10;-0.0574129557436896;3,16E+02
337;cvtd_timestamp.02.12.2011.13.34;cvtd_timestamp.30.11.2011.17.10;-0.0579416563903007;2,00E+02
338;cvtd_timestamp.02.12.2011.13.35;cvtd_timestamp.30.11.2011.17.10;-0.049752552179291;1,55E+05
339;cvtd_timestamp.02.12.2011.14.56;cvtd_timestamp.30.11.2011.17.10;-0.0239746117375042;0.00362914853417784
340;cvtd_timestamp.02.12.2011.14.57;cvtd_timestamp.30.11.2011.17.10;-0.0592331166118262;6,40E+01
341;cvtd_timestamp.02.12.2011.14.58;cvtd_timestamp.30.11.2011.17.10;-0.0579726468846438;1,94E+02
342;cvtd_timestamp.02.12.2011.14.59;cvtd_timestamp.30.11.2011.17.10;-0.0364510267167761;9,72E+08
343;cvtd_timestamp.05.12.2011.11.23;cvtd_timestamp.30.11.2011.17.10;-0.0208448669286391;0.011441650873134
344;cvtd_timestamp.05.12.2011.11.24;cvtd_timestamp.30.11.2011.17.10;-0.0621125356443366;4,63E-01
345;cvtd_timestamp.05.12.2011.11.25;cvtd_timestamp.30.11.2011.17.10;-0.0609244036052016;1,39E+01
346;cvtd_timestamp.05.12.2011.14.22;cvtd_timestamp.30.11.2011.17.10;-0.0255275021298747;0.00195370457758393
347;cvtd_timestamp.05.12.2011.14.23;cvtd_timestamp.30.11.2011.17.10;-0.0587128522865039;1,01E+02
348;cvtd_timestamp.05.12.2011.14.24;cvtd_timestamp.30.11.2011.17.10;-0.0491578187599733;2,42E+05
349;cvtd_timestamp.28.11.2011.14.13;cvtd_timestamp.30.11.2011.17.10;-0.0446665117911643;5,92E+06
350;cvtd_timestamp.28.11.2011.14.14;cvtd_timestamp.30.11.2011.17.10;-0.0617873826189759;6,26E+00
351;cvtd_timestamp.28.11.2011.14.15;cvtd_timestamp.30.11.2011.17.10;-0.0423740787233542;2,71E+07
352;X;cvtd_timestamp.30.11.2011.17.11;-0.0728522246537231;0
353;user_name.adelmo;cvtd_timestamp.30.11.2011.17.11;-0.138315282163816;0
354;user_name.carlitos;cvtd_timestamp.30.11.2011.17.11;-0.12316269589327;0
355;user_name.charles;cvtd_timestamp.30.11.2011.17.11;-0.131255747265987;0
356;user_name.eurico;cvtd_timestamp.30.11.2011.17.11;-0.120591114158251;0
357;user_name.jeremy;cvtd_timestamp.30.11.2011.17.11;0.613147360681877;0
358;user_name.pedro;cvtd_timestamp.30.11.2011.17.11;-0.110236439256817;0
359;raw_timestamp_part_1;cvtd_timestamp.30.11.2011.17.11;-0.21188428972351;0
360;raw_timestamp_part_2;cvtd_timestamp.30.11.2011.17.11;0.00185808571351689;0.821668225119785
361;cvtd_timestamp.02.12.2011.13.32;cvtd_timestamp.30.11.2011.17.11;-0.0272818534811197;0.000932598355637859
362;cvtd_timestamp.02.12.2011.13.33;cvtd_timestamp.30.11.2011.17.11;-0.075142328894666;0
363;cvtd_timestamp.02.12.2011.13.34;cvtd_timestamp.30.11.2011.17.11;-0.0758342946253947;0
364;cvtd_timestamp.02.12.2011.13.35;cvtd_timestamp.30.11.2011.17.11;-0.0651163590304481;2,66E-01
365;cvtd_timestamp.02.12.2011.14.56;cvtd_timestamp.30.11.2011.17.11;-0.0313780772469543;0.000140473931894647
366;cvtd_timestamp.02.12.2011.14.57;cvtd_timestamp.30.11.2011.17.11;-0.0775245634412607;0
367;cvtd_timestamp.02.12.2011.14.58;cvtd_timestamp.30.11.2011.17.11;-0.0758748551206413;0
368;cvtd_timestamp.02.12.2011.14.59;cvtd_timestamp.30.11.2011.17.11;-0.0477072640246588;7,02E+05
369;cvtd_timestamp.05.12.2011.11.23;cvtd_timestamp.30.11.2011.17.11;-0.0272818534811197;0.000932598355637859
370;cvtd_timestamp.05.12.2011.11.24;cvtd_timestamp.30.11.2011.17.11;-0.0812931597304395;0
371;cvtd_timestamp.05.12.2011.11.25;cvtd_timestamp.30.11.2011.17.11;-0.0797381272939708;0
372;cvtd_timestamp.05.12.2011.14.22;cvtd_timestamp.30.11.2011.17.11;-0.0334105070198057;5,03E+09
373;cvtd_timestamp.05.12.2011.14.23;cvtd_timestamp.30.11.2011.17.11;-0.0768436392049253;0
374;cvtd_timestamp.05.12.2011.14.24;cvtd_timestamp.30.11.2011.17.11;-0.0643379693164866;5,55E-01
375;cvtd_timestamp.28.11.2011.14.13;cvtd_timestamp.30.11.2011.17.11;-0.0584597270095793;1,27E+02
376;cvtd_timestamp.28.11.2011.14.14;cvtd_timestamp.30.11.2011.17.11;-0.0808675980213049;0
377;cvtd_timestamp.28.11.2011.14.15;cvtd_timestamp.30.11.2011.17.11;-0.0554593805316969;1,66E+03
378;cvtd_timestamp.30.11.2011.17.10;cvtd_timestamp.30.11.2011.17.11;-0.0600829761336865;2,98E+01
379;X;cvtd_timestamp.30.11.2011.17.12;0.294664751994746;0
380;user_name.adelmo;cvtd_timestamp.30.11.2011.17.12;-0.12034916327024;0
381;user_name.carlitos;cvtd_timestamp.30.11.2011.17.12;-0.107164784432907;0
382;user_name.charles;cvtd_timestamp.30.11.2011.17.12;-0.114206609065531;0
383;user_name.eurico;cvtd_timestamp.30.11.2011.17.12;-0.10492723189895;0
384;user_name.jeremy;cvtd_timestamp.30.11.2011.17.12;0.533504112235574;0
385;user_name.pedro;cvtd_timestamp.30.11.2011.17.12;-0.0959175516898822;0
386;raw_timestamp_part_1;cvtd_timestamp.30.11.2011.17.12;-0.18429873847502;0
387;raw_timestamp_part_2;cvtd_timestamp.30.11.2011.17.12;0.00813155204987121;0.32392007136288
388;cvtd_timestamp.02.12.2011.13.32;cvtd_timestamp.30.11.2011.17.12;-0.0237381451098465;0.00397650076981559
389;cvtd_timestamp.02.12.2011.13.33;cvtd_timestamp.30.11.2011.17.12;-0.0653819033383426;2,00E-01
390;cvtd_timestamp.02.12.2011.13.34;cvtd_timestamp.30.11.2011.17.12;-0.065983987904864;1,11E-01
391;cvtd_timestamp.02.12.2011.13.35;cvtd_timestamp.30.11.2011.17.12;-0.0566582318448182;6,04E+02
392;cvtd_timestamp.02.12.2011.14.56;cvtd_timestamp.30.11.2011.17.12;-0.0273023000974494;0.000924363311367249
393;cvtd_timestamp.02.12.2011.14.57;cvtd_timestamp.30.11.2011.17.12;-0.0674547034650601;2,22E-02
394;cvtd_timestamp.02.12.2011.14.58;cvtd_timestamp.30.11.2011.17.12;-0.0660192798956577;1,11E-01
395;cvtd_timestamp.02.12.2011.14.59;cvtd_timestamp.30.11.2011.17.12;-0.0415104478511638;4,71E+07
396;cvtd_timestamp.05.12.2011.11.23;cvtd_timestamp.30.11.2011.17.12;-0.0237381451098465;0.00397650076981559
397;cvtd_timestamp.05.12.2011.11.24;cvtd_timestamp.30.11.2011.17.12;-0.0707337873306364;0
398;cvtd_timestamp.05.12.2011.11.25;cvtd_timestamp.30.11.2011.17.12;-0.0693807419573461;0
399;cvtd_timestamp.05.12.2011.14.22;cvtd_timestamp.30.11.2011.17.12;-0.0290707324697919;0.000419912541453682
400;cvtd_timestamp.05.12.2011.14.23;cvtd_timestamp.30.11.2011.17.12;-0.0668622261855333;4,44E-02
401;cvtd_timestamp.05.12.2011.14.24;cvtd_timestamp.30.11.2011.17.12;-0.0559809491229966;1,07E+03
402;cvtd_timestamp.28.11.2011.14.13;cvtd_timestamp.30.11.2011.17.12;-0.0508662464519053;6,64E+04
403;cvtd_timestamp.28.11.2011.14.14;cvtd_timestamp.30.11.2011.17.12;-0.0703635028992057;0
404;cvtd_timestamp.28.11.2011.14.15;cvtd_timestamp.30.11.2011.17.12;-0.0482556225028734;4,71E+05
405;cvtd_timestamp.30.11.2011.17.10;cvtd_timestamp.30.11.2011.17.12;-0.0522786476761899;2,21E+04
406;cvtd_timestamp.30.11.2011.17.11;cvtd_timestamp.30.11.2011.17.12;-0.068422523922824;1,11E-02
407;X;num_window;0.188381210981978;0
408;user_name.adelmo;num_window;0.0947739257003231;0
409;user_name.carlitos;num_window;-0.154834443204977;0
410;user_name.charles;num_window;0.228360788062178;0
411;user_name.eurico;num_window;-0.0796528950039759;0
412;user_name.jeremy;num_window;0.108958525330532;0
413;user_name.pedro;num_window;-0.236642479507228;0
414;raw_timestamp_part_1;num_window;-0.15421012586193;0
415;raw_timestamp_part_2;num_window;0.00575377822903916;0.485188449116278
416;cvtd_timestamp.02.12.2011.13.32;num_window;-0.098243421219959;0
417;cvtd_timestamp.02.12.2011.13.33;num_window;-0.0274652578454078;0.000861099182249303
418;cvtd_timestamp.02.12.2011.13.34;num_window;0.144079252330927;0
419;cvtd_timestamp.02.12.2011.13.35;num_window;0.0799987200166643;0
420;cvtd_timestamp.02.12.2011.14.56;num_window;0.110412271703088;0
421;cvtd_timestamp.02.12.2011.14.57;num_window;0.289677455443023;0
422;cvtd_timestamp.02.12.2011.14.58;num_window;0.117386263575994;0
423;cvtd_timestamp.02.12.2011.14.59;num_window;-0.172464309622826;0
424;cvtd_timestamp.05.12.2011.11.23;num_window;-0.146904906698642;0
425;cvtd_timestamp.05.12.2011.11.24;num_window;0.00588306748456833;0.475433640960483
426;cvtd_timestamp.05.12.2011.11.25;num_window;-0.168855676531249;0
427;cvtd_timestamp.05.12.2011.14.22;num_window;-0.135913311331791;0
428;cvtd_timestamp.05.12.2011.14.23;num_window;-0.226591429255872;0
429;cvtd_timestamp.05.12.2011.14.24;num_window;-0.0314398837946852;0.000136273706797363
430;cvtd_timestamp.28.11.2011.14.13;num_window;-0.0218192351943655;0.00811730686531364
431;cvtd_timestamp.28.11.2011.14.14;num_window;-0.0502728219666152;1,05E+05
432;cvtd_timestamp.28.11.2011.14.15;num_window;-0.0586565042861426;1,07E+02
433;cvtd_timestamp.30.11.2011.17.10;num_window;-0.0268500544348468;0.00112319400225103
434;cvtd_timestamp.30.11.2011.17.11;num_window;0.0716319041504192;0
435;cvtd_timestamp.30.11.2011.17.12;num_window;0.121975590201955;0
436;X;roll_belt;0.0615680063175196;7,68E+00
437;user_name.adelmo;roll_belt;0.504446749757173;0
438;user_name.carlitos;roll_belt;-0.440410281553261;0
439;user_name.charles;roll_belt;0.431819499261847;0
440;user_name.eurico;roll_belt;-0.439986281354031;0
441;user_name.jeremy;roll_belt;-0.461724099805492;0
442;user_name.pedro;roll_belt;0.38341509776905;0
443;raw_timestamp_part_1;roll_belt;0.374774116979501;0
444;raw_timestamp_part_2;roll_belt;0.000881977221158142;0.91479656569853
445;cvtd_timestamp.02.12.2011.13.32;roll_belt;0.0983124613279911;0
446;cvtd_timestamp.02.12.2011.13.33;roll_belt;0.253555161365615;0
447;cvtd_timestamp.02.12.2011.13.34;roll_belt;0.266373400370517;0
448;cvtd_timestamp.02.12.2011.13.35;roll_belt;0.272925912232494;0
449;cvtd_timestamp.02.12.2011.14.56;roll_belt;0.0871002495944197;0
450;cvtd_timestamp.02.12.2011.14.57;roll_belt;0.231208179921968;0
451;cvtd_timestamp.02.12.2011.14.58;roll_belt;0.247185845342115;0
452;cvtd_timestamp.02.12.2011.14.59;roll_belt;0.208480077730878;0
453;cvtd_timestamp.05.12.2011.11.23;roll_belt;-0.0974148966856597;0
454;cvtd_timestamp.05.12.2011.11.24;roll_belt;-0.290078463456082;0
455;cvtd_timestamp.05.12.2011.11.25;roll_belt;-0.285805556644518;0
456;cvtd_timestamp.05.12.2011.14.22;roll_belt;0.11837849172828;0
457;cvtd_timestamp.05.12.2011.14.23;roll_belt;0.254719835220992;0
458;cvtd_timestamp.05.12.2011.14.24;roll_belt;0.237281574870201;0
459;cvtd_timestamp.28.11.2011.14.13;roll_belt;-0.208503308549906;0
460;cvtd_timestamp.28.11.2011.14.14;roll_belt;-0.296174149827651;0
461;cvtd_timestamp.28.11.2011.14.15;roll_belt;-0.20580792036064;0
462;cvtd_timestamp.30.11.2011.17.10;roll_belt;-0.21647015703939;0
463;cvtd_timestamp.30.11.2011.17.11;roll_belt;-0.283413667758826;0
464;cvtd_timestamp.30.11.2011.17.12;roll_belt;-0.245838930503925;0
465;num_window;roll_belt;0.0733092043947296;0
466;X;pitch_belt;0.00582445583217335;0.47984247832739
467;user_name.adelmo;pitch_belt;-0.926799337619696;0
468;user_name.carlitos;pitch_belt;0.120403981465745;0
469;user_name.charles;pitch_belt;0.322661843775366;0
470;user_name.eurico;pitch_belt;0.0574756876576216;2,99E+02
471;user_name.jeremy;pitch_belt;0.074355259179267;0
472;user_name.pedro;pitch_belt;0.44196062951888;0
473;raw_timestamp_part_1;pitch_belt;0.192605494219454;0
474;raw_timestamp_part_2;pitch_belt;-0.00338652294049022;0.681210630784258
475;cvtd_timestamp.02.12.2011.13.32;pitch_belt;-0.182473078352191;0
476;cvtd_timestamp.02.12.2011.13.33;pitch_belt;-0.523787782399339;0
477;cvtd_timestamp.02.12.2011.13.34;pitch_belt;-0.521611989619388;0
478;cvtd_timestamp.02.12.2011.13.35;pitch_belt;-0.398034560040292;0
479;cvtd_timestamp.02.12.2011.14.56;pitch_belt;0.149345227731136;0
480;cvtd_timestamp.02.12.2011.14.57;pitch_belt;0.211595005991404;0
481;cvtd_timestamp.02.12.2011.14.58;pitch_belt;0.171146863840687;0
482;cvtd_timestamp.02.12.2011.14.59;pitch_belt;0.0598067375041466;3,83E+01
483;cvtd_timestamp.05.12.2011.11.23;pitch_belt;0.0308873275994939;0.000178422702165504
484;cvtd_timestamp.05.12.2011.11.24;pitch_belt;0.0816529453176994;0
485;cvtd_timestamp.05.12.2011.11.25;pitch_belt;0.0741907219430469;0
486;cvtd_timestamp.05.12.2011.14.22;pitch_belt;0.142738418312387;0
487;cvtd_timestamp.05.12.2011.14.23;pitch_belt;0.313760365899181;0
488;cvtd_timestamp.05.12.2011.14.24;pitch_belt;0.246566739638745;0
489;cvtd_timestamp.28.11.2011.14.13;pitch_belt;0.0363480020319761;1,03E+09
490;cvtd_timestamp.28.11.2011.14.14;pitch_belt;0.0142239473919065;0.0844269206706953
491;cvtd_timestamp.28.11.2011.14.15;pitch_belt;0.0515441993800594;3,93E+04
492;cvtd_timestamp.30.11.2011.17.10;pitch_belt;0.0435173414487919;1,28E+07
493;cvtd_timestamp.30.11.2011.17.11;pitch_belt;0.0517605430360306;3,32E+04
494;cvtd_timestamp.30.11.2011.17.12;pitch_belt;0.0249790962919143;0.00244049298524196
495;num_window;pitch_belt;-0.105056004122314;0
496;roll_belt;pitch_belt;-0.211811768618559;0
497;X;yaw_belt;0.0111419551760305;0.176489150628601
498;user_name.adelmo;yaw_belt;0.877285065935507;0
499;user_name.carlitos;yaw_belt;-0.375695517077348;0
500;user_name.charles;yaw_belt;0.0941464387253207;0
501;user_name.eurico;yaw_belt;-0.341882788046713;0
502;user_name.jeremy;yaw_belt;-0.364538836343907;0
503;user_name.pedro;yaw_belt;0.0472712536499223;9,60E+05
504;raw_timestamp_part_1;yaw_belt;0.166632920584035;0
505;raw_timestamp_part_2;yaw_belt;0.00288486048617512;0.72637184812097
506;cvtd_timestamp.02.12.2011.13.32;yaw_belt;0.1849112862577;0
507;cvtd_timestamp.02.12.2011.13.33;yaw_belt;0.510567157325911;0
508;cvtd_timestamp.02.12.2011.13.34;yaw_belt;0.472380493837089;0
509;cvtd_timestamp.02.12.2011.13.35;yaw_belt;0.379122690510682;0
510;cvtd_timestamp.02.12.2011.14.56;yaw_belt;0.00011153447057536;0.989204980418194
511;cvtd_timestamp.02.12.2011.14.57;yaw_belt;0.0206118325319308;0.0123970980354815
512;cvtd_timestamp.02.12.2011.14.58;yaw_belt;0.0471981338748469;1,01E+06
513;cvtd_timestamp.02.12.2011.14.59;yaw_belt;0.114562550932205;0
514;cvtd_timestamp.05.12.2011.11.23;yaw_belt;-0.0843030976471932;0
515;cvtd_timestamp.05.12.2011.11.24;yaw_belt;-0.2477760599382;0
516;cvtd_timestamp.05.12.2011.11.25;yaw_belt;-0.243040556207503;0
517;cvtd_timestamp.05.12.2011.14.22;yaw_belt;0.0149597777852964;0.0695493929490316
518;cvtd_timestamp.05.12.2011.14.23;yaw_belt;0.021994004361658;0.00762226370393604
519;cvtd_timestamp.05.12.2011.14.24;yaw_belt;0.0400626057560874;1,16E+08
520;cvtd_timestamp.28.11.2011.14.13;yaw_belt;-0.167003818262318;0
521;cvtd_timestamp.28.11.2011.14.14;yaw_belt;-0.228835490201667;0
522;cvtd_timestamp.28.11.2011.14.15;yaw_belt;-0.156500324933603;0
523;cvtd_timestamp.30.11.2011.17.10;yaw_belt;-0.171934335979995;0
524;cvtd_timestamp.30.11.2011.17.11;yaw_belt;-0.225164535859286;0
525;cvtd_timestamp.30.11.2011.17.12;yaw_belt;-0.191593984805696;0
526;num_window;yaw_belt;0.0883243177435027;0
527;roll_belt;yaw_belt;0.81508733883908;0
528;pitch_belt;yaw_belt;-0.697093682715009;0
529;X;total_accel_belt;0.0757956057293068;0
530;user_name.adelmo;total_accel_belt;0.436695340685428;0
531;user_name.carlitos;total_accel_belt;-0.469504469159861;0
532;user_name.charles;total_accel_belt;0.429019868439277;0
533;user_name.eurico;total_accel_belt;-0.445996067214651;0
534;user_name.jeremy;total_accel_belt;-0.404860459892069;0
535;user_name.pedro;total_accel_belt;0.440211394062808;0
536;raw_timestamp_part_1;total_accel_belt;0.373235689658004;0
537;raw_timestamp_part_2;total_accel_belt;-0.000661789880286173;0.93601451790936
538;cvtd_timestamp.02.12.2011.13.32;total_accel_belt;0.0883724903605539;0
539;cvtd_timestamp.02.12.2011.13.33;total_accel_belt;0.214674282111206;0
540;cvtd_timestamp.02.12.2011.13.34;total_accel_belt;0.226346293238361;0
541;cvtd_timestamp.02.12.2011.13.35;total_accel_belt;0.245180334622147;0
542;cvtd_timestamp.02.12.2011.14.56;total_accel_belt;0.0939445656968182;0
543;cvtd_timestamp.02.12.2011.14.57;total_accel_belt;0.224764227588451;0
544;cvtd_timestamp.02.12.2011.14.58;total_accel_belt;0.244173465104591;0
545;cvtd_timestamp.02.12.2011.14.59;total_accel_belt;0.212007108730803;0
546;cvtd_timestamp.05.12.2011.11.23;total_accel_belt;-0.103091987318744;0
547;cvtd_timestamp.05.12.2011.11.24;total_accel_belt;-0.307988824844517;0
548;cvtd_timestamp.05.12.2011.11.25;total_accel_belt;-0.306237457631756;0
549;cvtd_timestamp.05.12.2011.14.22;total_accel_belt;0.138544320768211;0
550;cvtd_timestamp.05.12.2011.14.23;total_accel_belt;0.286788498026556;0
551;cvtd_timestamp.05.12.2011.14.24;total_accel_belt;0.277636409533517;0
552;cvtd_timestamp.28.11.2011.14.13;total_accel_belt;-0.225073525941213;0
553;cvtd_timestamp.28.11.2011.14.14;total_accel_belt;-0.301718112767204;0
